Category,Nutrient Data Bank Number,Alpha Carotene,Ash,Beta Carotene,Beta Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Pantothenic Acid,Protein,Refuse Percentage,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid,Major Minerals.Calcium,Major Minerals.Copper,Major Minerals.Iron,Major Minerals.Magnesium,Major Minerals.Phosphorus,Major Minerals.Potassium,Major Minerals.Sodium,Major Minerals.Zinc,Vitamin A - IU,Vitamin A - RAE,Vitamin B12,Vitamin B6,Vitamin C,Vitamin E,Vitamin K
Formulated bar,25017,0,3.28,0,0,69.63,0,18,5.699999809,363,0,0,1.61,32.6,15.9,14.15,0,0,1.92,7.8,30.06999969,8.06,9.83,1.05,0.589,1.32,3.11,504,1.43,11.7,248,614,362,146,9.96,0,0,5.6,2.2,92.3,8.28,1.1
FRANKFURTER,7024,0,3.06,0,0,2.74,96,50,0.400000006,223,0,0,0.059,4.687,1.06,15.51,0,0,0.257,23,0.529999971,0.057,62.5,5.932,3.873,3.856,16.19,74,0.078,1.17,20,162,202,844,1.11,0,0,0.54,0.323,0,0.22,0
FREEZER QUEEN GRAVY&SLICED BF MEAL,22710,1120,0.9,1930,0,10,12,0,1.399999976,81,0,0,0,0,0,6,0,0,0,0,0,0,81.2,0.49,0.67,0.51,1.9,0,0,0,0,0,0,254,0,4150,208,0,0,0,0,0
FRENCH TOAST,18268,0,1.8,0,0,32.1,82,0,1.100000024,213,0,0,0.245,2.722,0.94,7.4,0,53,0.381,16.7,0,0.277,52.6,2.04,1.227,1.533,6.1,107,0.084,2.21,17,139,134,495,0.77,187,54,1.68,0.496,0.3,0,0
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,16173,0,1.89,0,0,15.47,0,0,4.699999809,144,0,0,0.295,0.64,0.175,5,0,0,0.017,3.5,0,0.027,70.71,1.676,4.379,0.926,6.93,33,0.22,1.95,36,91,310,375,0.7,0,0,0,0.085,0,1.04,0
FROG LEGS,80200,0,1.4,0,0,0,50,65,0,73,0,0,0,1.2,0,16.4,0,15,0.25,14.1,0,0.14,81.9,0.053,0.102,0.076,0.3,18,0.25,1.5,20,147,285,58,1,50,15,0.4,0.12,0,1,0.1
FROSTING,19409,0,0.82,13,0,72.18,18,0,1.100000024,359,1,0,0.14,0.111,0.081,1.42,0,68,0.066,1.6,64.30000305,0.018,18.27,1.894,0.294,4.483,7.17,32,0.136,0.6,20,48,130,132,0.37,249,69,0.09,0.011,0.1,0.19,0.7
FROSTINGS,19226,0,1,0,0,63.2,0,7,0.899999976,397,0,0,0.24,0.119,0.028,1.1,0,0,0.017,0.8,57.70000076,0.013,17,9.02,2.13,5.526,17.6,8,0.2,1.42,21,79,196,183,0.29,1,0,0,0.005,0,1.56,0
FROZ NOVELTIES,19873,0,0.06,0,0,5.14,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1.519999981,0,94.03,0,0,0,0,0,0,0.67,1,0,11,10,0.47,0,0,0,0,10.4,0,0
FROZ NOVLT,42074,0,1.19,44,0,27.49,10,30,0.800000012,226,0,0,0.078,0.175,0.479,6.4,0,15,0.261,2.4,8.520000458,0.062,54.82,2.7,1.359,5.528,10.1,222,0.076,0.29,28,173,305,104,0.82,125,19,0.49,0.043,0,0.42,1.3
FROZEN NOVELITES,43450,0,0.5,59,0,24.11,7,16,0.100000001,115,27,0,0.059,0.151,0.195,1.41,0,14,0.101,0.8,20.61000061,0.025,72.57,0,0,0.705,1.41,141,0.013,0.28,9,41,120,42,0.27,145,19,0.14,0.029,21.2,0.06,0.2
FROZEN NOVELT,43506,0,0,0,0,30.9,1,0,0.600000024,317,0,0,0,0.96,0,4.4,0,0,0.18,0,0,0.04,43.1,4.977,1.469,12.658,20.2,252,0.128,0.72,29,114,238,92,0.63,194,0,0.38,0.22,0.7,0,0
FROZEN NOVELTIES,19217,0,0.1,0,0,6.2,0,0,0,24,0,0,0.021,0.15,0,0.5,0,0,0,0.2,0,0,93.2,0,0,0,0.1,2,0.017,0.13,2,0,26,5,0.04,1,0,0,0,0,0,0
FROZEN NOVL,19890,0,1.13,0,0,27.09,8,0,4.800000191,224,0,0,0,0,0,5.16,0,0,0,0,8.640000343,0,54.69,0,0,9.51,11.93,289,0,0.41,0,0,0,86,0,289,0,0,0,1,0,0
FROZEN YOGURTS,19293,0,0.9,11,0,24.2,2,20,0,163,0,0,0.012,0.287,0.645,4,0,58,0.224,3.3,24,0.037,65.3,1.59,0.21,3.42,5.6,143,0.04,0.3,14,129,211,87,0.42,212,59,0.29,0.08,0.8,0.11,0.3
FRUIT,9187,0,0.21,0,0,18.76,0,0,1,72,0,0,0.386,0.6,0.057,0.37,0,0,0.04,0,0,0.015,80.56,0.019,0.042,0.014,0.1,1,0.058,0.36,5,10,84,4,0.07,194,10,0,0.036,69,0,0
FRUIT BUTTERS,19294,0,0.39,9,9,42.47,0,2,1.5,173,17,0,0.315,0.076,0.049,0.39,0,0,0.019,0.4,35.29999924,0.009,56.45,0.016,0.084,0.053,0.3,14,0.08,0.31,4,8,91,15,0.06,22,1,0,0.037,0.6,0.05,0.9
FRUIT COCKTAIL,9096,0,0.26,126,48,8.51,0,4,1,32,75,0,0.15,0.363,0.062,0.42,0,0,0.011,0.5,7.510000229,0.016,90.76,0.009,0.02,0.006,0.05,5,0.071,0.25,7,11,94,4,0.09,250,13,0,0.052,2.1,0.4,2.6
FRUIT LEATHER,19013,1,1.2,34,0,82.82,0,13,0,359,51,0,0.184,0.1,0.319,1,0,0,0.1,2.7,57.58000183,0.043,12.3,1.48,0.55,0.65,2.68,18,0.171,0.75,14,24,164,403,0.19,58,6,0,0.3,56,0.56,18.2
FRUIT PUNCH DRK,14264,0,0.05,0,0,11.97,0,0,0,48,0,0,0.084,0.021,0.014,0,0,0,0.023,0.2,11.28999996,0.022,87.97,0,0,0,0,8,0.01,0.09,3,3,25,10,0.01,0,0,0,0.011,0.4,0.02,0
FRUIT PUNCH JUC DRK,14405,0,0.5,0,0,43.1,0,0,0.200000003,175,0,0,0.21,0.208,0.103,0.3,0,0,0.23,0,0,0.004,55.5,0.086,0.173,0.087,0.7,20,0.07,0.8,11,12,270,10,0.7,21,1,0,0.045,19.7,0,0
FRUIT PUNCH-FLAVOR DRK,14540,0,0.8,0,0,97.7,0,0,0,382,0,0,0.025,0.014,0.001,0,0,0,0.023,0.7,95.19999695,0.004,1.4,0.007,0.011,0.057,0.1,142,0.13,0.5,0,0,5,42,0.11,0,0,0,0,121.9,0,0
FRUIT SALAD,9102,0,0.22,0,0,7.87,0,0,1,30,0,0,0.151,0.374,0.053,0.35,0,0,0.021,0,0,0.015,91.5,0.013,0.028,0.009,0.07,7,0.067,0.3,5,9,78,3,0.08,440,22,0,0.032,1.9,0,0
FRUIT-FLAVORED DRK,42055,0,10.3,0,0,86.85,0,0,0.100000001,217,0,0,0.001,0,0,0.45,0,0,0,0,0,0,1.84,0,0,0,0.04,1047,0,0.08,3,1239,498,404,0,0,0,0,0,560,0,0
FRUIT-FLAVORED DRK MIX,47011,0,7.74,0,0,91.3,0,0,0,226,0,0,0.007,0.001,0,0,0,0,0,0,0,0,0.96,0,0,0,0,1105,0.003,0.03,0,509,1,2727,0.01,0,0,0,0,1090.9,0,0
FRYBREAD,35142,0,1.25,0,0,48.26,7,0,0,330,0,0,0.297,4.603,0.164,6.69,0,0,0.217,18.6,2.029999971,0.43,31.57,4.411,1.055,4.621,12.22,57,0.091,4.04,18,123,77,329,0.35,0,0,0,0.038,0,0,0.8
FRZ NVL,19874,0,0.23,0,0,30.07,7,0,6,124,0,0,0,0,0,4.31,0,0,0,0,7.099999905,0,63.51,0,0,1,1.88,138,0,0.71,0,0,0,120,0,49,0,0,0,0.9,0,0
FST FD,21299,0,2.23,92,0,32.58,21,16,1.700000048,264,58,1915,0.317,3.277,0.352,11.91,0,61,0.502,24.5,4.019999981,0.34,43.76,2.352,1.788,4.221,9.51,177,0.119,2.14,24,212,154,535,1.37,358,69,0.55,0.12,0,0.83,6.7
FST FOODS,21094,0,2.38,0,0,29.89,41,0,1,305,0,0,0.251,4.618,0.253,15.13,0,0,0.299,0,5.46999979,0.259,38.7,4.292,0.417,5.245,13.93,191,0.087,2.66,21,159,190,589,2.2,0,0,1.02,0.138,0,0,0
FT FDS,21390,16,1.45,100,2,17.33,33,33,1.5,226,45,392,0.183,3.141,0.254,11.34,0,0,0.213,18.2,4,0.211,57.52,4.67,3.144,3.972,12.37,46,0.081,2.99,18,97,188,342,2.46,182,9,1.21,0.103,0.9,0.15,14.3
FUNGI,11988,0,2.21,0,0,73.01,0,0,70.09999847,284,0,0,1.951,6.267,0.481,9.25,0,0,0.844,43.4,0,0.015,14.8,0,0,0,0.73,159,0.183,5.88,83,184,754,35,1.32,0,0,0,0.112,0,0,0
GAME MEAT,17144,0,1.1,0,0,0,95,0,0,114,0,0,0.02,0,0,22.38,0,0,0.58,9.7,0,0.32,74.08,0.48,0.44,0.74,2.03,3,0.18,3.19,27,188,353,51,1.28,0,0,0,0,0,0,0
GAME MEAT BISON,17330,0,0.88,0,0,0,70,0,0,223,0,0,0.009,4.91,0.64,18.67,0,0,0.227,18.7,0,0.13,64.25,0,0,0,15.93,11,0.131,2.6,19,181,307,66,4.29,0,0,1.79,0.353,0,0.24,0
GARLIC,11215,0,1.5,5,0,33.06,0,23,2.099999905,149,16,0,1.672,0.7,0.596,6.36,13,0,0.11,14.2,1,0.2,58.58,0.011,0.249,0.089,0.5,181,0.299,1.7,25,153,401,17,1.16,9,0,0,1.235,31.2,0.08,1.7
GEFILTEFISH,15030,0,1.44,0,0,7.41,30,0,0,84,0,0,0.073,1,0.2,9.07,0,27,0.059,10.5,0,0.065,80.35,0.824,0.285,0.412,1.73,23,0.195,2.48,9,73,91,524,0.82,89,27,0.84,0.08,0.8,0,0
GELATIN DSSRT,19172,0,0.7,0,0,90.5,0,4,0,381,0,0,0.011,0.009,0.014,7.8,0,0,0.041,6.7,86.04000092,0.003,1,0,0,0,0,3,0.118,0.13,2,141,7,466,0.01,0,0,0,0.001,0,0,0
GELATINS,19177,0,1.3,0,0,0,0,38,0,335,0,0,0.105,0.085,0.125,85.6,0,0,0.23,39.5,0,0.025,13,0.06,0.01,0.07,0.1,55,2.161,1.11,22,39,16,196,0.14,0,0,0,0.007,0,0,0
GENERAL MILLS,18601,0,1.7,0,0,64.9,0,0,0,321,0,0,0,0,0,5.2,0,0,0,0,31.70000076,0,23.7,1.869,0.553,1.022,4.5,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0
GEORGE WESTON BAKER,18603,0,4.9,0,0,72.7,0,0,5.400000095,390,0,0,0,0,0,13.3,0,0,0,0,0,0,4,0,0,0.9,5.1,0,0,3.81,0,0,0,1680,0,0,0,0,0,0,0,0
GEORGE WESTON BAKERIES,18639,0,1.6,0,0,46,0,0,0,232,0,0,0,0,0,8,0,0,0,0,0,0,42.6,0.303,0.92,0.308,1.8,180,0,1.4,0,0,0,345,0,0,0,0,0,0,0,0
GINGER,2021,0,4.77,88,0,70.79,0,41,12.5,347,0,0,26.5,5.155,0,9.12,0,0,0.185,38.5,3.390000105,0.046,9.38,1,1.31,1.94,5.95,116,0.48,11.52,184,148,1343,32,4.72,147,7,0,0.84,7,18.02,0.8
GINGER ROOT,11216,0,0.77,0,0,17.77,0,29,2,80,0,0,0.229,0.75,0.203,1.82,7,0,0.034,0.7,1.700000048,0.025,78.89,0.154,0.154,0.203,0.75,16,0.226,0.6,43,34,415,13,0.34,0,0,0,0.16,5,0.26,0.1
GINKGO NUTS,12127,0,1.2,0,0,37.6,0,0,0,182,0,0,0.113,6,0.16,4.32,24,0,0.09,0,0,0.22,55.2,0.619,0.618,0.319,1.68,2,0.274,1,27,124,510,7,0.34,558,28,0,0.328,15,0,0
GOAT,17168,0,1.11,0,0,0,57,0,0,109,0,0,0.038,3.75,0,20.6,0,0,0.49,8.8,0,0.11,75.84,1.03,0.17,0.71,2.31,13,0.256,2.83,0,180,385,82,4,0,0,1.13,0,0,0,0
GOOSE,5146,0,0.87,0,0,0,80,0,0,371,0,0,0.02,3.608,1.294,15.86,19,17,0.245,14.4,0,0.085,49.66,17.77,3.76,9.78,33.62,12,0.27,2.5,18,234,308,73,1.72,55,17,0.34,0.39,4.2,0,0
GOOSEBERRIES,9107,0,0.49,0,0,10.18,0,0,4.300000191,44,0,0,0.144,0.3,0.286,0.88,0,0,0.03,0.6,0,0.04,87.87,0.051,0.317,0.038,0.58,25,0.07,0.31,10,27,198,1,0.12,290,15,0,0.08,27.7,0.37,0
GOURD,11218,0,0.43,0,0,3.39,0,0,0,14,0,0,0.066,0.32,0.152,0.62,30,0,0.022,0.2,0,0.029,95.54,0.004,0.009,0.002,0.02,26,0.026,0.2,11,13,150,2,0.7,16,1,0,0.04,10.1,0,0
GRANOLA BAR,42139,0,1.9,0,0,54.1,12,25,3.799999952,536,32,0,0,3.29,0,9.6,0,8,0.21,15.7,23.62999916,0.1,3.2,6.561,1.906,17.065,31.2,108,0.323,1.45,67,227,339,193,1.47,26,8,0.46,0.11,0.6,4.59,5.7
GRANOLA BARS,19015,0,1.9,0,0,64.4,0,22,5.300000191,471,0,0,1.777,1.581,0.813,10.1,0,0,0.119,16.2,0,0.264,3.9,4.38,12.05,2.37,19.8,61,0.392,2.95,97,277,336,294,2.03,151,0,0,0.085,0.9,0,0
GRAPE DRINK,14277,0,0.06,0,0,15.75,0,0,0,61,4,0,0.027,0.01,0.003,0,0,0,0.004,0.1,13.06000042,0.001,84.2,0,0,0,0,52,0.013,0.07,1,0,12,16,0.12,0,0,0,0.002,31.4,0,0
GRAPE JUC,9130,0,0.22,5,0,14.77,0,3,0.200000003,60,57,0,0.239,0.133,0.048,0.37,0,0,0.015,0,14.19999981,0.017,84.51,0.003,0.022,0.025,0.13,11,0.018,0.25,10,14,104,5,0.07,8,0,0,0.032,25,0,0.4
GRAPE JUC COCKTAIL,9136,0,0.27,17,0,44.37,0,9,0.300000012,179,251,0,0.617,0.431,0.083,0.65,0,0,0.091,0.4,44.06999969,0.052,54.4,0.013,0.092,0.103,0.31,13,0.046,0.36,15,15,74,7,0.13,27,1,0,0.147,83.1,0,1.4
GRAPE JUICE DRINK,14282,0,0.12,3,0,14.55,0,0,0.100000001,57,19,0,0.2,0.142,0.023,0,0,0,0.354,0.1,14.10999966,0.225,85.3,0,0,0,0,7,0.022,0.13,6,6,33,9,0.03,4,0,0,0.035,26.5,0,0.2
GRAPE LEAVES,11974,629,1.65,16194,9,17.31,0,13,11,93,1747,0,2.855,2.362,0.231,5.6,5,0,0.354,0.9,6.300000191,0.04,73.32,0.081,1.065,0.336,2.12,363,0.415,2.63,95,91,272,9,0.67,27521,1376,0,0.4,11.1,2,108.6
GRAPEFRUIT,9111,4,0.31,552,6,8.08,0,8,1.100000024,32,6,1135,0.012,0.25,0.283,0.63,50,0,0.02,0.3,6.980000019,0.036,90.89,0.013,0.024,0.014,0.1,12,0.047,0.09,8,8,139,0,0.07,927,46,0,0.042,34.4,0.13,0
GRAPEFRUIT JUC,9123,2,0.32,3,1,8.96,0,8,0.100000001,38,10,0,0.02,0.231,0.13,0.52,0,0,0.02,0.1,8.859999657,0.042,90.1,0.013,0.023,0.013,0.1,7,0.038,0.2,10,11,153,1,0.09,7,0,0,0.02,29.2,0.04,0
GRAPEFRUIT JUICE,9404,0,0.2,0,0,9.2,0,0,0,39,0,0,0.02,0.2,0.189,0.5,0,0,0.02,0,0,0.04,90,0.013,0.024,0.014,0.1,9,0.033,0.2,12,15,162,1,0.05,440,22,0,0.044,38,0,0
GRAPES,9131,1,0.57,59,0,17.15,0,6,0.899999976,67,72,0,0.718,0.3,0.024,0.63,42,0,0.057,0.1,16.25,0.092,81.3,0.014,0.102,0.114,0.35,14,0.04,0.29,5,10,191,2,0.04,100,5,0,0.11,4,0.19,14.6
GRAVY,6114,0,1.6,0,0,2.5,0,0,0,16,0,0,0.2,0.9,0.02,1.2,0,0,0.06,0.4,0,0.02,94.5,0.08,0.01,0.1,0.2,4,0.1,0.6,2,30,81,50,1,0,0,0.1,0.01,1,0,0
GREEN GIANT,22125,0,2.6,0,0,7.8,0,0,6.300000191,153,0,0,0,7,0,20,0,0,0.22,10,0,0.35,65,2.372,0.295,1.13,4.6,113,0.49,4.28,78,250,480,457,8.97,0,0,0,0.43,0,0,0
GROUNDCHERRIES,9138,0,0.8,0,0,11.2,0,0,0,53,0,0,0,2.8,0,1.9,6,0,0.04,0,0,0.11,85.4,0,0,0,0.7,9,0,1,0,40,0,0,0,720,36,0,0,11,0,0
GROUPER,15031,0,1.17,0,0,0,37,0,0,92,0,0,0.014,0.313,0.75,19.38,0,43,0.005,36.5,0,0.07,79.22,0.202,0.321,0.233,1.02,27,0.02,0.89,31,162,483,53,0.48,143,43,0.6,0.3,0,0,0
GRY,6985,0,1.59,0,0,6.24,2,0,0.699999988,39,0,0,0.027,0.172,0.086,1.09,0,0,0.022,2.2,0.519999981,0.007,89.97,0.432,0.046,0.4,1.13,6,0.019,0.13,3,10,22,587,0.15,0,0,0.09,0.014,0,0,0
GUANABANA NECTAR,9434,0,0.08,0,0,14.93,0,2,0.100000001,59,0,0,0.01,0.12,0.07,0.11,0,0,0.011,0.4,13.06999969,0.003,84.72,0.051,0.039,0.029,0.17,7,0.01,0.36,3,2,25,8,0.02,0,0,0,0.007,11.1,0.01,0
GUAVA NECTAR,9435,0,0.1,17,8,14.87,0,1,1,57,0,18,0.04,0.185,0.085,0.09,0,0,0.003,0,12.36999989,0.003,84.89,0,0,0,0.06,11,0.017,1.25,3,2,38,7,0.03,35,2,0,0.01,19.7,0.05,0.8
GUAVA SAUCE,9143,0,0.5,170,0,9.48,0,4,3.599999905,36,0,3909,0.108,0.42,0,0.32,0,0,0.013,0.5,5.880000114,0.026,89.56,0.013,0.059,0.04,0.14,7,0.077,0.18,7,11,225,4,0.17,283,14,0,0.09,146.4,0.55,1.9
GUAVAS,9139,0,1.39,374,0,14.32,0,8,5.400000095,68,0,5204,0.15,1.084,0.451,2.55,22,0,0.04,0.6,8.920000076,0.067,80.8,0.087,0.401,0.272,0.95,18,0.23,0.26,22,40,417,2,0.23,624,31,0,0.11,228.3,0.73,2.6
GUINEA HEN,5151,0,1.25,0,0,0,74,0,0,158,0,0,0.018,7.667,0.879,23.4,17,28,0.102,16.3,0,0.059,68.9,2.43,1.41,1.77,6.45,11,0.043,0.84,22,153,193,67,1.13,92,28,0.34,0.38,1.3,0,0
HADDOCK,15033,0,1.21,0,0,0,57,65,0,87,0,0,0.025,3.803,0.127,18.91,0,17,0.037,30.2,0,0.035,79.92,0.118,0.241,0.13,0.72,33,0.026,1.05,39,188,311,68,0.37,57,17,1.2,0.3,0,0.39,0.1
HALIBUT,15036,0,1.36,0,0,0,32,62,0,110,0,0,0.015,5.848,0.329,20.81,0,47,0.075,36.5,0,0.06,77.92,0.75,0.73,0.325,2.29,47,0.027,0.84,83,222,450,54,0.42,157,47,1.18,0.344,0,0.85,0.1
HAM,7026,0,4.08,0,0,0.28,49,64,0,239,0,0,0.025,3.2,0.28,16.06,0,0,0.165,18.6,0,0.535,60.77,9.17,2.05,6.28,18.83,7,0.05,0.95,13,139,284,1365,1.83,0,0,0.7,0.32,2,0.25,0
HAZELNUTS OR FILBERTS,12121,2,2.36,23,0,17,0,0,11,629,0,0,12.65,1.55,0.815,13.7,0,0,0.11,4.1,3.49000001,0.475,5.79,48.192,5.558,4.669,61.15,149,1.6,3.3,160,310,658,0,2.2,40,2,0,0.585,2,17.5,0
HC CHK ENCHI SUPMA IN GRN CHILI SAU,22588,0,0.85,0,0,18.2,11,0,1.5,110,0,0,0,0,0,3.79,0,0,0,0,0.730000019,0,74.71,0.72,0.67,1.03,2.45,18,0,0.31,0,0,0,179,0,127,0,0,0,0,0,0
HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,22922,0,0.94,0,0,11.09,9,0,2.400000095,81,0,0,0,0,0,5.83,0,0,0,0,6.690000057,0,80.62,0.37,0.63,0.42,1.52,17,0,0.63,0,0,0,159,0,1075,0,0,0,45.9,0,0
HC MESQ BF W/BBQ SAU,22923,0,1,0,0,14.44,17,0,1.899999976,110,0,0,0,0,0,7.14,0,0,0,0,5.039999962,0,74.78,0.93,0.56,0.87,2.64,12,0,0.75,0,0,0,129,0,300,0,0,0,5,0,0
HC SALBRY STK W/MSHRM GRVY,22921,0,1.01,0,0,12.69,9,0,2,94,0,0,0,0,0,6.03,0,0,0,0,5.800000191,0,78.11,0.88,0.39,0.87,2.16,25,0,0.78,0,0,0,162,0,350,0,0,0,12,0,0
HC TRADITION MT LF W/BRN SAU,22920,0,0.92,0,0,10.8,11,0,1.899999976,87,0,0,0,0,0,5.17,0,0,0,0,4,0,80.51,0.67,0.37,0.62,2.6,30,0,0.83,0,0,0,146,0,73,0,0,0,7.7,0,0
HEADCHEESE,7034,0,2.08,0,0,0,69,104,0,157,0,0,0,0.44,0,13.83,0,0,0.115,0.1,0,0.023,73.84,5.601,1.134,3.402,10.9,16,0.122,1.5,9,56,31,830,0.97,0,0,1.05,0.19,0,0.25,3.4
HEALTHY CHOIC BF MACARONI,22402,1,1.04,98,0,13.94,6,12,1.899999976,88,39,5535,0.228,1.295,0.171,5.89,0,15,0.065,10.1,3.799999952,0.115,78.2,0.5,0.14,0.28,0.93,19,0.128,1.13,15,56,152,185,0.51,214,23,0.05,0.081,24.2,0.7,2
HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,22587,0,0.79,0,0,11.43,7,0,3,80,0,0,0,0,0,5.03,0,0,0,0,4.409999847,0,81.22,0.56,0.45,0.51,1.53,10,0,0.19,0,0,0,191,0,80,0,0,0,14,0,0
HEALTHY CHOIC MESQ CHK BBQ,22713,0,1.05,0,0,14.16,11,0,2.200000048,93,0,0,0,0,0,5.67,0,0,0,0,4.820000172,0,77.64,0.61,0.38,0.39,1.48,10,0,0.5,0,0,0,150,0,700,0,0,0,3,0,0
HEARTS OF PALM,11961,0,2.04,0,0,4.62,0,0,2.400000095,28,0,0,1.394,0.437,0.126,2.52,0,0,0.057,0.7,0,0.011,90.2,0.103,0.202,0.13,0.62,58,0.133,3.13,38,65,177,426,1.15,0,0,0,0.022,7.9,0,0
HEINZ,18640,0,1.3,0,0,40.3,47,0,2.099999905,241,0,0,0,0,0,4.4,0,0,0,0,16.79999924,0,47.3,2,2.9,1.4,6.9,48,0,0.7,0,0,0,300,0,75,0,0,0,0,0,0
HERRING,15039,0,1.46,0,0,0,60,65,0,158,0,0,0.035,3.217,0.645,17.96,0,28,0.233,36.5,0,0.092,72.05,3.736,2.133,2.04,9.04,57,0.092,1.1,32,236,327,90,0.99,93,28,13.67,0.302,0.7,1.07,0.1
HICKORYNUTS,12130,0,2,0,0,18.25,0,0,6.400000095,657,0,0,4.61,0.907,1.746,12.72,68,0,0.131,8.1,0,0.867,2.65,32.611,21.886,7.038,64.37,61,0.738,2.12,173,336,436,1,4.31,131,7,0,0.192,2,0,0
HODGSON MILL,22701,0,3.5,0,0,69.2,8,0,7.599999905,376,0,0,0,0,0,14.1,0,0,0,0,0,0,8.5,0,0,1.37,4.7,114,0,2.62,0,0,0,611,0,0,0,0,0,0,0,0
HOMINY,20030,0,0.86,0,0,14.26,0,3,2.5,72,30,0,0.07,0.033,0.154,1.48,0,0,0.006,3,1.820000052,0.003,82.53,0.231,0.399,0.123,0.88,10,0.03,0.62,16,35,9,210,1.05,1,0,0,0.005,0,0.05,0.2
HONEY ROLL SAUSAGE,7088,0,3.98,0,0,2.18,50,0,0,182,0,0,0.037,4.165,0.49,18.58,0,0,0.182,15.6,0,0.08,64.78,4.82,0.49,4.08,10.5,9,0.1,2.2,16,137,291,1322,3.25,0,0,2.35,0.27,0,0,0
HORMEL,10851,0,3.52,0,0,0.21,51,0,0,106,0,0,0,0,0,18.43,0,0,0,0,0,0,74.25,1.75,0.37,1.17,3.59,4,0.1,0.8,20,0,319,1038,2,0,0,0,0,1.6,0,0
HORMEL ALWAYS TENDER,10852,0,2.2,0,0,4.63,46,0,0,119,0,0,0,0,0,18.2,0,0,0,0,3.329999924,0,71.9,1.26,0.6,1.05,3.07,7,0.1,1,22,0,536,413,1.5,0,0,0,0,2.7,0,0
HORMEL CHILI,22705,0,1.48,0,0,7.59,15,0,1.299999952,82,0,0,0,0,0,7.2,0,0,0,0,1.419999957,0,81.2,0.95,0.36,0.93,2.78,21,0.1,1.1,16,0,148,411,1.1,1010,0,0,0,0,0,0
HORMEL CHILI W/BNS,22719,0,1.93,0,0,13.63,10,0,3.400000095,97,0,0,0,0,0,6.71,0,0,0,0,1.870000005,0,76.05,0.68,0.35,0.74,1.77,28,0.1,1.3,24,0,268,471,1.1,392,0,0,0,0.2,0,0
HORMEL CORNED BF HASH,22698,0,1.5,0,0,9.27,32,0,1.100000024,164,0,0,0,0,0,8.73,0,0,0,0,0.340000004,0,70.32,5.26,0.3,4.32,10.24,19,0,1,13,0,172,425,1.4,0,0,0,0,0.9,0,0
HORMEL RST BF HASH,22721,0,1.3,0,0,9.71,31,0,1.5,163,0,0,0,0,0,9.03,0,0,0,0,0.25,0,70.14,4.78,0.27,4.2,10.02,18,0.1,1,14,0,183,336,1.4,0,0,0,0,0.8,0,0
HORMEL SPAM,7277,0,3.8,0,0,1.35,75,0,0,191,0,0,0,0,0,15.23,0,0,0,0,1.25999999,0,65.72,7.02,1.47,4.49,13.9,39,0.1,1.4,18,0,461,1032,2.2,0,0,0,0,38.5,0,0
HORMEL TURKEY CHILI W/BNS,22706,0,2.02,0,0,10.35,14,0,2.599999905,82,0,0,0,0,0,7.58,0,0,0,0,2.319999933,0,78.86,0.17,0.49,0.27,1.12,47,0.1,1.4,28,0,276,485,1.1,668,0,0,0,0.6,0,0
HORMEL VEGETARIAN CHILI W/BNS,22720,0,1.63,0,0,15.39,0,0,4,83,0,0,0,0,0,4.83,0,0,0,0,2.519999981,0,77.95,0.03,0.16,0.05,0.28,39,0.2,1.4,33,0,325,315,0.7,786,0,0,0,0.5,0,0
HORSERADISH,2055,0,1.76,1,0,11.29,0,6,3.299999952,48,10,0,0.126,0.386,0.093,1.18,0,0,0.024,2.8,7.989999771,0.008,85.08,0.13,0.339,0.09,0.69,56,0.058,0.42,27,31,246,314,0.83,2,0,0,0.073,24.9,0.01,1.3
HORSERADISH-TREE,11223,0,1,4208,0,11.15,0,21,2,60,1747,0,0.868,1.995,0.102,5.27,0,0,0.509,0.9,1,0.222,81.65,0.473,0.015,0.152,0.93,151,0.086,2.32,151,67,344,9,0.49,7013,351,0,0.929,31,0.1,108
HORSERADISH-TREE LEAFY TIPS,11222,0,2.26,0,0,8.28,0,0,2,64,0,0,1.063,2.22,0.125,9.4,38,0,0.66,0.9,0,0.257,78.66,0,0,0,1.4,185,0.105,4,147,112,337,9,0.6,7564,378,0,1.2,51.7,0,0
HOT POCKETS,22534,0,2.7,0,0,27.6,37,0,0,284,0,0,0,0,0,11.5,0,0,0,0,0,0,44,4.689,0.86,6.2,14.2,237,0,2.06,0,0,0,638,0,0,0,0,0,0,0,0
HOT POCKETS HAM 'N CHS STUFFED SNDWCH,22537,0,2.4,0,0,30,39,0,0,266,0,0,0,0,0,11.6,0,0,0,0,0,0,44.9,3.45,1.16,4.52,11.1,196,0,2.04,0,0,0,520,0,0,0,0,0,0,0,0
HUCKLEBERRIES,35043,0,0.1,0,0,8.7,0,0,0,37,0,0,0,0.3,0,0.4,0,0,0.03,0,0,0.01,90.7,0,0,0,0.1,15,0,0.3,0,0,0,10,0,79,0,0,0,2.8,0,0
